ISBN,Title,Authors,Categories,Description,Published Date,Language,Num Pages
9788576862574,Culture Smart! Reino Unido,Paul Norbury,Travel,"Culture Smart! Reino Unido é um guia prático e esclarecedor para você entender a cultura e a sociedade britânicas. Quer você esteja viajando a lazer ou a negócios, este guia vai ajudar a transformar sua estada em uma experiência memorável e enriquecedora. Os assuntos abordados incluem: - costumes e tradições locais; - o impacto da história, da religião e da política no país; - os britânicos em casa, no trabalho e nos passeios; - comer e beber ao estilo britânico; - o que fazer, o que evitar e os tabus; - etiqueta nos negócios; - comunicação explícita e implícita; - e muitas dicas práticas para que você consiga lidar com o inesperado. Conheça os guias da série: França Itália Estados Unidos Alemanha Espanha",2013-10-28,pt-BR,0
9788576862628,O prazer de cozinhar só para você,Judith Jones,Cooking,"O prazer de cozinhar só para você é um livro prático que celebra as alegrias da cozinha. Nele, Judith Jones demonstra que cozinhar apenas para você apresenta possibilidades únicas de prazer e experimentações. Neste livro, a autora ensina receitas básicas, que todo cozinheiro deve saber de olhos fechados; sugere como improvisar refeições; dá dicas e atalhos práticos para aqueles dias em que tudo parece dar errado. É um livro para aqueles que querem arregaçar as mangas e desfrutar a cada dia uma das grandes satisfações da vida — comer bem — na melhor companhia que poderia existir: você mesmo. “O estimulante livro de receitas de Judith Jones é também um manifesto: ela incentiva os leitores a experimentarem a comida com todos os sentidos [...]. Aqueles que se acostumaram a comprar comida pronta para não ter de cozinhar receitas projetadas para alimentar de quatro a seis pessoas vão encontrar neste livro revigorante um ombro amigo na cozinha.” — Christine Muhlke, The New York Times Book Review No lançamento da Editora Verus, O prazer de cozinhar só para você, Judith Jones demonstra que o processo de cozinhar pode ser além de divertido, econômico. Editora e vice-presidente da Alfred A. Knopf, Judith é responsável pela publicação de livros de culinária, e chegou a publicar três livros de culinária em coautoria com o marido. Atualmente viúva, Jones ensina a utilizar produtos especiais para enriquecer o paladar e melhorar a saúde. Com liberdade para errar, sem significar jogar um monte de comida no lixo, Judith Jones explica como é possível usar as sobras para recriar e inovar no cardápio.",2013-08-29,pt-BR,0
9788576862802,Anjos da Morte - Filhos do Éden - vol. 2,Eduardo Spohr,Fiction,"Desde eras longínquas, os malakins, anjos virtuosos e sábios, observam e estudam o progresso do homem. Mas eis que chega o século XX, e com ele a acelerada degradação do planeta. Os novos meios de transporte, os barcos a vapor e as estradas de ferro levaram a civilização aos cantos mais distantes do globo, afastando os mortais da natureza divina, alargando as fronteiras entre o nosso mundo e as sete camadas do céu. Isolados no paraíso, os malakins solicitaram então a ajuda dos ""exilados"", anjos pacíficos que há anos atuavam na terra. Sua tarefa, a partir de agora, seria participar das guerras humanas, de todas as guerras, para anotar as façanhas militares, o comportamento das tropas, e depois relatá-las aos seus superiores celestes. Disfarçado de soldados comuns, esse grupo esteve presente desde as trincheiras do Somme às praias da Normandia, das selvas da Indochina ao declínio da União Soviética. Embora muitos não desejassem matar, foi isso o que lhes foi ordenado, e o que infelizmente acabaram fazendo. Carregado de batalhas épicas, magia negra e personagens fantásticos, ""Filhos do Éden: Anjos da Morte"" é também um inquietante relato sobre o nosso tempo, uma crítica à corrupção dos governos, aos massacres e extremismos, um alerta para o que nos tornamos e para o que ainda podemos nos tornar.",2013-07-31,pt-BR,772
9788576861416,Filhos do Éden,Eduardo Spohr,Angels,"Há uma guerra no céu. O confronto civil entre o arcanjo Miguel e as tropas revolucionárias de seu irmão, Gabriel, devasta as sete camadas do paraíso. Com as legiões divididas, as fortalezas sitiadas, os generais estabeleceram um armistício na terra, uma trégua frágil e delicada, que pode desmoronar a qualquer instante. Enquanto os querubins se enfrentam num embate de sangue e espadas, dois anjos são enviados ao mundo físico com a tarefa de resgatar Kaira, uma capitã dos exércitos rebeldes, desaparecida enquanto investigava uma suposta violação do tratado. A missão revelará as tramas de uma conspiração milenar, um plano que, se concluído, reverterá o equilíbrio de forças no céu e ameaçará toda vida humana na terra. Ao lado de Denyel, um ex-espião em busca de anistia, os celestiais partirão em uma jornada através de cidades, selvas e mares, enfrentarão demônios e deuses, numa trilha que os levará às ruínas da maior nação terrena anterior ao dilúvio - o reino perdido de Atlântida.",2011,pt-BR,473
9788576861980,Procura-se um marido,Carina Rissi,Fiction,"Divertido e cativante, Carina Rissi vai derreter seu coração neste Procura-se um marido: o livro que inspirou o primeiro filme brasileiro da HBO Max, com Camila Queiroz e Klebber Toledo nos papéis principais. Em Procura-se um marido conhecemos a jovem Alicia, uma jovem que sabe curtir a vida. Ela já viajou o mundo, adora uma balada e é louca pelo avô, um bem sucedido e rico empresário, que é sua única família. Mas seus planos de continuar a viver uma vida sem preocupações acabam de maneira repentina. Seu querido avô morre e Alicia tem que lidar não só com a tristeza da perda, mas também com as termos do testamento deixado por ele. Sua vida começa a virar de cabeça para baixo quando ela fica sabendo que seu amado avô a excluiu da herança, alegando que a neta não tem maturidade suficiente para assumir seu império - a não ser, é claro, que esteja devidamente casada. Ela se recusa a casar, está muito bem solteira e assim pretende permanecer. No testamento também consta que Alicia tem um cargo vitalício disponível na empresa do avó, então ela decide trabalhar, e não se submeter ás condições do casamento. Só que com o cargo de Assistente não consegue nem pagar a gasolina do seu Porshe. Além diso, seus colegas de trabalho estão cada dia mais hostis. Cansada das pequenas dificuldades que encontra a cada dia, Alicia decide burlar o testamento com um plano maluco e audacioso, colocando um anúncio no jornal em busca de um marido de aluguel. Diversos candidatos respondem, mas apenas um deles será capaz de fazer o coração de Alicia bater mais rápido, transformando sua vida de maneira que ela jamais imaginou. Cheio de humor, paixão e aventuras intensas, Procura-se um marido tem persoagens incríveis e muito bem construídos, que evoluem emocionalmente ao longo da história, tenha certeza de que você será fisgado até a última página. A autora Carina Rissi já coleciona romances de sucesso, com a série Perdida conquistou o coração de diversos leitores de todas as idades. Procura-se um marido agradou tanto o público, que ganhou uma adaptação para o serviço de streaming HBO Max, com Camila Queiroz e Klebber Toledo nos papeis principais, e um spin off chamado A mentira perfeita.",2012-10-16,pt-BR,0
9788576861287,Como o mundo faz amor,Franz Wisner,Health & Fitness,"Dar a volta ao mundo para entender os desígnios do amor não é exclusividade feminina. Largado no altar, o americano Franz Wisner não teve dúvidas: percorreria o mundo para entender como amam e se relacionam as pessoas. Para tanto, percorreu Brasil, Egito, índia, República Tcheca, Nicarágua, Botsuana e Nova Zelândia. Sua primeira parada é em terras cariocas, onde ele reencontra Débora, um antigo amor, e mostra, sem pudores, como os brasileiros flertam, se experimentam e amam. Através de comentários inteligentes e insights divertidos, Wisner propõe reflexões sobre a importância do amor, como ele é vivenciado e se de fato todos terão a chance de vivenciá-lo. Ou melhor, se ele mesmo, após ser abandonado às vésperas do casamento, conseguirá encontrar alguém com quem construir um final feliz. O resultado é um livro inteligente e engraçado que ganhou o público e se tornou best-seller do The New York Times. Com um olhar observador e perspicaz, Wisner mostra que, independente de nacionalidade e cultura, todos estão em busca de alguém para chamar de seu.",2012-01-10,pt-BR,0
9788576861331,A esperança de uma mãe,Francine Rivers,Fiction,"Da autora best-seller de Amor de redenção, esta é uma saga inesquecível sobre família e fé, sonhos e decepções e, acima de tudo, sobre a resiliência e a perseverança do amor. Na Suíça do início do século XX, a ambiciosa e decidida Marta Schneider sai de casa determinada a fugir do pai violento, da mãe amorosa mas fraca e das restrições impostas às mulheres naquela sociedade. Depois de receber notícias devastadoras de sua família, Marta se muda para a Inglaterra e mais tarde para o Canadá. Ali conhece Niclas Waltert, um homem tão comprometido quanto ela a construir uma vida melhor em uma nova terra, e os dois acabam se casando. Mas nada preparou Marta para os sacrifícios que ela tem de fazer pelo marido e pelos filhos quando eles se mudam para a selvagem Califórnia para recomeçar do zero. Marta espera poder dar aos filhos uma vida melhor, mas aprendeu desde cedo que somente os fortes sobrevivem. Sua rigidez muitas vezes é incompreendida, principalmente pela filha mais velha, Hildemara, que anseia pela aprovação da mãe. Em meio ao drama da Segunda Guerra Mundial, Hildemara se apaixona e começa sua própria família. Mas eventos trágicos e inesperados forçam mãe e filha a encarar os próprios defeitos e o abismo cada vez mais profundo que ameaça separá-las para sempre. Com uma prosa envolvente e personagens emocionantes, A esperança de uma mãe é a primeira parte de uma saga familiar inesquecível sobre os sacrifícios que toda mãe faz por seus filhos e sobre a natureza do amor incondicional.",2012-01-06,pt-BR,0
9788576861584,A garota de papel,Guillaume Musso,Fiction,"A garota de papel conta a história de Tom Boyd, o escritor do momento. Os dois primeiros volumes de sua Trilogia dos anjos já venderam milhões de exemplares e colecionam fãs no mundo inteiro. Mas, ao perder seu grande amor, Tom cai em uma profunda crise criativa e se sente incapaz de escrever uma única linha do esperado último livro da trilogia, recorrendo à bebida e às drogas para aliviar sua dor. Certa noite, uma misteriosa mulher aparece em sua casa e afirma ser Billie, personagem de seus romances, caída da página do livro para o mundo real por causa de um erro de impressão no segundo volume da trilogia. Se Tom não voltar a escrever, ela morrerá. Juntos, eles saem em uma fabulosa jornada ao longo das costas californiana e mexicana para tentar recuperar o amor perdido de Tom e, assim, sua inspiração. O que ele nem desconfia, porém, é que o destino é caprichoso e talvez as coisas não sejam como ele imagina... A garota de papel é uma história de amor e suspense que transcende a ficção, uma aventura romântica e bem-humorada que se desenrola no encontro entre o real, o imaginário e o fantástico.",2012-03-08,pt-BR,0
9788576861737,Piadas Nerds: As melhores piadas de química,"Ivan Baroni, Luiz Fernando Giolo, Paulo Pourrat",Humor,"Este livro está aqui para transformar chumbo em ouro. Tá, não literalmente. Mas a transformação que este livro vai causar em seu conceito de química é tão valiosa quanto poderia impressionar qualquer alquimista. Com uma seleção das melhores piadas de química, devidamente ordenadas e classificadas, esta “obra filosofal” tem como objetivo mostrar como essa temida disciplina pode ser divertida e empolgante! Que as reações químicas estimuladas em seu cérebro por esta leitura resultem em boas gargalhadas e ótimas notas.",2012-02,pt-BR,0
9788576861720,Piadas Nerds: As melhores piadas de matemática,"Ivan Baroni, Luiz Fernando Giolo, Paulo Pourrat",Humor,"Uma reunião das melhores piadas de matemática do perfil piadasnerds. Se você já puxou a orelha deste livro, ou foi para se vingar de todos os puxões de orelha que já levou por culpa das notas na matéria, ou foi para saber o que está por vir neste extraordinário livro de bolso. Caso seja pelo segundo caso, saiba que separamos aqui as melhores piadas de matemática e ainda classificamos e ordeamos todas para que você conte ou use nas aulas certas! Afinal, apesar de ser uma obra “prima”, piadas como estas devem ser divididas com todo mundo.",2012-02,pt-BR,0
9788576861713,Encanto (Vol. 2),Tricia Rayburn,Fiction,"Encanto dá continuidade ao melhor de Sereia: o tom misterioso e sedutor. O livro tem as mesmas características das criaturas sobrenaturais nele retratadas – tão atraente que é impossível deixa-lo de lado por alguns segundos. Tricia Rayburn tem um verdadeiro dom como escritora e criou um final intrigante para Encanto, com um equilíbrio realista entre calma e tensão, e drama suficiente para deixar todos esperando ansiosamente pelo próximo volume. A série Sereia é sombria e diferente, feita para fãs de livros juvenis que não caiam em clichês.",2012-04-13,pt-BR,0
9788576861812,Piadas nerds: as melhores piadas para a mãe nerd,Paulo Pourrat,Humor,"Em formato de bolso e com ilustrações de Carlos Ruas, o livro é uma compilação das melhores piadas em que a mãe nerd é a protagonista já postadas online pelo perfil de twitter PiadasNerds.",2012-04-11,pt-BR,0
9788576861577,Para sempre,Susanna Tamaro,,sem dt,2012,pt-BR,0
9788576861782,1493,Charles C. Mann,Agriculture,"Este trabalho é uma história que explora o evento biológico mais importante desde a morte dos dinossauros, desde que há 200 anos atrás, forças geológicas separaram os continentes. Assim permaneceram isoladas uma da outra, as duas metades do mundo desenvolvido totalmente distintas, com diferentes coleções de plantas e animais, até que a viagem de Colombo as trouxe de volta juntas e marcou o início de uma extraordinária permuta de flora e animais entre a Eurásia e as Américas.",2012,pt-BR,635
9788576861911,Belo desastre,Jamie McGuire,Fiction,""" Em Belo desastre, Abby Abernathy é uma boa garota. Ela não bebe nem fala palavrão e tem a quantidade apropriada de cardigãs no guarda-roupa. Abby acredita que seu passado sombrio está bem distante, porém, quando se muda para uma nova cidade com America para cursar a faculdade, seu recomeço é rapidamente ameaçado pelo bad boy do local: Travis Maddox. Travis é um jovem com um corpo esculpido, abdômen definido e braços tatuados. Tudo que Abby precisa - e deseja - evitar. Ele passa noites ganhando dinheiro em um clube da luta e os dias seduzindo as garotas da faculdade. Mas o menino é um conquistador e logo se depara com a resistência de Abby ao seu charme. Intrigado, Travis a atrai com um jogo. Se ele perder, terá que ficar sem sexo por um mês. Se ela perder, deverá morar no apartamento dele pelo mesmo período. Qualquer que seja o resultado da aposta, nem passa pela cabeça do garoto que ele acaba de se deparar com uma adversária à altura. E é então que eles se envolvem em uma relação intensa e conturbada, que pode acabar os levando à loucura. Cheio de tramas envolventes e eletrizantes, Belo desastre é um livro sexy e apaixonante, que vai deixar o leitor completamente viciado. “Uma história de amor visceral, intensa, com personagens apaixonantes e um enredo que arrebatará o coração e a alma de seus leitores.” - Marina Moura, do blog Minha Vida por um Livro “Jamie McGuire ganhou um lugar na minha lita de autores favoritos. Cheio de suspense e ação, romance e drama, Belo desastre me fisgou desde a primeira frase.” - Blacketer-Guynes Reviews “Desde Crepúsculo eu não ficava tão obcecada por um livro como fiquei por Belo desastre.” - Maryse ́s Book Blog “Belo desastre é absurdamente viciante.” - Jessica Park, autora de Flat-Out Love “Sexy e controverso, como o próprio Travis Maddox.” - Tita Mirra, dos blogs Serial Reader e By the Angel """,2012-07-20,pt-BR,0
9788576861850,BOTECO DOS DEUSES,CARLOS RUAS,,"'Boteco dos Deuses' reúne algumas das melhores tiras da série 'Um Sábado Qualquer', que envolvem Deus e outros deuses como personagens.",sem dt,pt-BR,127
9788576861898,Piadas Nerds: As melhores piadas para o pai nerd,Paulo Pourrat,Humor,"As melhores piadas sobre o pai nerd unem até pai e filho Skywalker numa mesma risada. Em formato de bolso e com ilustrações de Carlos Ruas, o livro é uma coletânea das melhores piadas em que o pai nerd é o protagonista já postadas online pelo perfil de twitter PiadasNerds. Mesmo não sendo de uma família de super-heróis, o nerd sempre considera seu pai o Sr. Incrível, pois ele é seu primeiro mestre nos ensinamentos sobre a vida, o universo e tudo o mais. O pai nerd sempre incentiva você a estudar porque sabe que não há conhecimento que não seja poder. Também ensina que grandes poderes trazem grandes responsabilidades, e agora você tem a responsabilidade de retribuir com muito carinho tudo que esse ente querido faz por você.",2012-07-11,pt-BR,0
9788576861843,A corrida de escorpião,Maggie Stiefvater,Young Adult Fiction,"Na pequena ilha de Thisby, poucos cavaleiros são bravos o suficiente para competir na corrida de escorpião que acontece a cada novembro. Pela primeira vez uma mulher, a jovem Puck Connolly, vai competir. Ela tem dois irmãos e ficou órfã depois que os pais foram devorados pelos cavalos assassinos. Por isso, ela está determinada não só a competir como ganhar a corrida. Para isso, Puck terá que enfrentar outro jovem corajoso e encantador. Sean Kendrick também perdeu o pai, atropelado pelas sanguinárias criaturas. Apesar de terríveis, os cavalos do mar são uma grande atração turística. O turismo é a principal fonte de renda dos habitantes de Thisby. A ilha é um lugar fascinante e, ao mesmo tempo que atrai, também amedronta. A descrição que Maggie faz dos desfiladeiros do local é carregada de poesia. Com a narrativa alternando entre o ponto de vista de Sean e de Puck, a autora criou uma trama envolvente, classificada por críticos do New York Times e do Los Angeles Times como inovadora.Em A corrida de escorpião, Maggie Stiefvater nos leva até o limite, em que o amor e a vida encontram seus maiores obstáculos e apenas os fortes de coração podem sobreviver. Uma leitura inesquecível.A obra teve os direitos vendidos para o cinema e recebeu críticas excelentes, sendo eleito um dos melhores livros de 2011 pelos seguintes veículos especializados: New York Times, Publishers Weekly, School Library Journal, The Horn Book e Kirkus Reviews, além de ganhar o prêmio Michael L. Printz, concedido anualmente pela Associação Americana de Bibliotecas ao melhor livro juvenil.",2012-08-03,pt-BR,0
9788587795595,Se eu pudesse viver minha vida novamente--,Rubem A. Alves,"Authors, Brazilian",sem dt,2004,pt-BR,168
9788576861928,Diário de uma garota nada popular,Rachel Renée Russell,Artists,"Nikki Maxwell has been writing in a diary since the start of the school year, and she usually takes it everywhere she goes - so she can't believe it when one morning she can't find her diary! The hunt is on, and while she looks, pursuing various theories about where it could be, Nikki can't help putting together a list of important diary-keeping lessons to remember in case of missing diary emergencies like this one. How to Dork Your Diary is chock full of tips from Nikki on fun things to write about in your diary, with lots of space for readers to write and draw their own entries. Meanwhile Nikki's friends Chloe and Zoey, her little sister Brianna, her crush Brandon, and mean girl Mackenzie are all a part of the story as Nikki searches everywhere for that diary, with plenty of adventures along the way!",2014,pt-BR,184
9788576861973,As MAIS 2,Patrícia Barboza,Young Adult Fiction,"No segundo volume da série As mais, a Mari narra parte das tão merecidas férias de verão e o início das aulas em mais um ano letivo no Centro Educacional Machado. E, claro, conta histórias muito divertidas, como é de esperar da maior pagadora de micos do quarteto!Você se considera uma pessoa ciumenta? Algum recado ou comentário nas redes sociais já te deixou com a famosa pulga atrás da orelha? O namorado da Susana ganhou um monte de fãs depois que gravou a música “Dentro do coração”. E ver tantos recados de garotas no perfil dele não é tarefa fácil. Já a Mari ficou bastante incomodada com a nova amiga do Lucas, que vive curtindo e comentando tudo que ele posta. Xiii... Será que isso tudo vai causar muita confusão? Será que a Aninha e a Ingrid também serão mordidas pelo bichinho do ciúme?Nesta história, este sentimento ganhou uma forcinha tecnológica: a internet e as redes sociais. Será que elas se tornaram as grandes vilãs da atualidade?",2012-08-21,pt-BR,0
9788576861874,Um romântico incorrigível,Devan Sipher,Fiction,"Ele é um romântico incorrigível e também profissional, pois escreve uma coluna sobre casamentos para um importante jornal, cobrindo festas espetaculares de costa a costa do país. Mas há uma linha tênue entre ser um repórter bem-sucedido com uma matéria para escrever e ser um cara sozinho num sábado à noite, no casamento de um desconhecido.Tudo muda na primeira noite do ano, quando Gavin conhece Melinda, uma jornalista de viagens com um espírito aventureiro. Mas Melinda vai embora e parece ter desaparecido sem deixar rastros. Gavin inicia então uma jornada por Nova York em busca dessa intrigante mulher. E aprende que há algo pior do que perdê-la: ter que escrever um artigo sobre o casamento dela.",2012-08-17,pt-BR,0
9788576862017,O harém de Kadafi,Annick Cojean,Biography & Autobiography,"Um relato chocante do reino de terror de Muamar Kadafi e uma análise sensível do destino das mulheres vítimas desse sistema. Soraya tinha apenas quinze anos quando Muamar Kadafi foi visitar a escola onde ela estudava. No momento em que ela lhe estendeu um buquê de flores, ele colocou a mão na cabeça da menina e acariciou seus cabelos. Era o gesto secreto que sinalizava a suas guarda-costas que ele a havia escolhido. Soraya foi raptada e viu sua infância chegar ao fim. Durante sete anos, foi estuprada, espancada, forçada a consumir álcool e cocaína e depois integrada às tropas das “amazonas” de Kadafi. Neste livro, a conceituada jornalista Annick Cojean dá voz a Soraya, revelando um aspecto pouco conhecido da ditadura de Kadafi . Annick Cojean arriscou sua vida ao ir a Trípoli investigar essa história. Ali, encontrou uma sociedade hipócrita e decadente, dilacerada pela prostituição, pela corrupção, pelo terror, por estupros e assassinatos. Em O harém de Kadafi, Annick Cojean possibilita que as vítimas do ditador líbio contem sua história para o mundo, devolvendo um pouco de dignidade a mulheres cujas vidas foram destruídas por um monstro.",2012-10-25,pt-BR,0
9788576861997,O falso príncipe (Vol. 1 Trilogia do Reino),Jennifer A. Nielsen,Young Adult Fiction,"Jennifer A. Nielsen nasceu e foi criada em Utah (EUA), onde vive com sua família até os dias de hoje. É autora da série Trilogia do Reino, entre outros livros. Jennifer ama chocolate, livros velhos e dias de descanso em montanhas.",2012-11-07,pt-BR,0
9788576862048,Piadas Nerds: As melhores piadas de biologia,"Ivan Baroni, Luiz Fernando Giolo, Paulo Pourrat",Humor,"Dizem que o importante é rir da vida, então chegou a hora de rir com a biologia! Este livro reúne diversas frases de humor sobre a fascinante disciplina que estuda a vida, todas devidamente ordenadas e classificadas.Apesar de ser uma obra breve, é como uma das melhores ervilhas de Mendel: pequena, verde e lisa. E, por não ser muito grande, deixa até o biólogo ecologista feliz, pois economiza árvores. Aproveite para viralizar estas piadas entre seus amigos!",2012-11-07,pt-BR,0
9788576861867,Pequeno livro de decoração,Elaine Hipólito,House & Home,"Neste guia, Elaine Hipólito, autora renomada na área de design de interiores, vai lhe ensinar a escolher desde a cor das paredes até o revestimento do piso e os objetos que vão tornar sua casa um lugar aconchegante e bonito, como você sempre quis. Com o Pequeno livro de decoração, entre muitas outras coisas, você vai descobrir: • Como decorar cada cômodo da casa para adequá-lo às atividades ali realizadas; • Como escolher tapetes e cortinas, levando em conta o material, a cor e o tipo de ambientação que se deseja; • Diversas maneiras de repaginar pisos desgastados sem ter que investir uma fortuna; • O jeito certo de emoldurar e dispor quadros nas paredes, de acordo com o tipo e o tamanho. Tendo o Pequeno livro de decoração sempre por perto, você vai perceber que decorar a casa pode ser fácil e gratificante. Descubra as dicas deste livro e surpreenda suas visitas com cômodos totalmente renovados e de tirar o fôlego.",2012-06-11,pt-BR,0
9788576861836,Receitas fáceis com 4 ingredientes,"Kim McCosker, Rachael Bermingham",Cooking,"Mais de 340 opções rápida e deliciosas. O objetivo das autoras é simplificar sem comprometer o sabor. Assim, os únicos utensílios de medida necessários para fazer as receitas criadas por elas são: uma colher de chá, uma colher de sopa e uma xícara. As demais medidas – por exemplo, mililitros (ml) ou gramas (g) – podem ser comparadas nessas quantidades. Elas pensaram também nos gastos de uma vida contemporânea, então, quatro ingredientes, geralmente, custam menos do que uma receita que leva cinco ou dez. O livro foi lançado pelas próprias autoras na Austrália e em poucos meses já aparecia na lista dos mais vendidos. Logo alcançaria um milhão de cópias vendidas em toda Austrália e Nova Zelândia.",2012-07-17,pt-BR,0
9788576861072,3096 dias,"Natascha Kampusch, Ana de Resende",,"Quando tinha apenas 10 anos, em 2 de Março de 1998, Natascha Kampusch foi sequestrada a caminho da escola. O sequestrador - o engenheiro de telecomunicações Wolfgang Priklopil - a manteve prisioneira em um cativeiro no porão durante 3.096 dias. Nesse período, ela foi submetida a todo tipo de abuso físico e psicológico. Nesta obra, Natascha fala abertamente sobre o sequestro, o período no cativeiro, seu relacionamento com o sequestrador e, sobretudo, como conseguiu escapar do inferno, possibilitando ao leitor uma compreensão dos processos de transformação psicológica pelos quais passa uma pessoa mantida em cativeiro.",2010,pt-BR,223
9788576861096,Pequeno livro de maquiagem,Paula Espelho,Health & Fitness,"No Pequeno livro de maquiagem, Paula Espelho vai ensinar a você os truques usados pelos maquiadores dos melhores salões de beleza. Com as dicas e instruções passo a passo da autora, você vai aprender a se maquiar para as mais diversas ocasiões, desde o dia a dia de trabalho, academia e faculdade até eventos como jantares, festas e baladas. O Pequeno livro de maquiagem é perfeito para a mulher que, entre muitas outras coisas, quer saber: - como deixar suas sobrancelhas sempre bonitas e arrumadas; - como comprar a base certa para seu tom de pele; - para que serve cada pincel e a maneira certa de utilizá-los; - como corrigir pequenas imperfeições, para que você tenha um rosto equilibrado e harmonioso; - quais são os produtos que não podem faltar no kit de maquiagem de nenhuma mulher. Com o Pequeno livro de maquiagem sempre por perto, você não vai mais ter dúvidas na hora de se arrumar. Descubra neste livro que qualquer mulher pode ficar linda e causar uma impressão marcante se souber usar a maquiagem apropriada da maneira certa.",2011-01-31,pt-BR,0
9788576861324,Piadas nerds,"Ivan Baroni, Luiz Fernando Giolo, Paulo Pourrat, Carlos Ruas",,"Este livro é uma compilação de diversas piadas que foram publicadas online pelo perfil de twitter @PiadasNerds. Abrange assuntos como séries de TV, matemática, ciências humanas, química, física, biologia, informática e cultura 'nerd'. Cada assunto da obra contém ainda uma introdução dos autores.",2011,pt-BR,137
9788576860891,A lacuna,Barbara Kingsolver,Fiction,"Neste romance profundamente provocativo, Barbara Kingsolver nos leva a uma jornada épica do México de Frida Kahlo e Diego Rivera à América de Pearl Harbor, Roosevelt e J. Edgar Hoover. A lacuna é a comovente história de um homem dividido entre duas nações, além de um retrato inesquecível do artista – e da arte em si. O novo e aguardado romance de Kingsolver conta a história de Harrison William Shepherd, filho de pai americano e mãe mexicana. Após ser expulso da academia militar nos Estados Unidos, Harrison passa seus anos de formação no México, na década de 1930, na casa de Diego Rivera, sua mulher, Frida Kahlo, e Leon Trótski, hospedado com o casal para fugir de assassinos soviéticos. Depois que Trótski é morto, Harrison volta para os Estados Unidos e se estabelece em Asheville, Carolina do Norte, onde se torna um escritor de sucesso e mais tarde é investigado por suspeita de subversão. Narrado em forma de cartas, diários e recortes de jornal, este é um livro de raro poder dramático. Barbara Kingsolver ressuscita um período negro na história americana, com a maestria de uma verdadeira artista literária.",2011-03-15,pt-BR,0
9788576861089,Sereia (Vol. 1),Tricia Rayburn,Fiction,"Vanessa Sands, de 17 anos, tem medo de tudo – do escuro, de altura, do mar –, mas sua destemida irmã mais velha, Justine, está sempre por perto para guiá-la a cada desafio. Até que Justine vai mergulhar num precipício uma noite, perto da casa de veraneio da família em Winter Harbor, e seu corpo sem vida aparece na praia no dia seguinte. Os pais de Vanessa tentam superar a tragédia retornando à vida cotidiana em Boston, mas ela sente que a morte da irmã não foi acidental. Depois de descobrir que Justine estava escondendo diversos segredos, Vanessa volta para Winter Harbor, esperando que Caleb, o namorado de sua irmã, possa esclarecer algumas coisas, mas o garoto está desaparecido. Logo, não é apenas Vanessa que está com medo. Winter Harbor inteira fica em alvoroço quando outro corpo aparece na praia, e o pânico se instala à medida que a pequena cidade se torna palco de uma série de acidentes fatais relacionados com a água, em que as vítimas são encontradas sorrindo horrivelmente de orelha a orelha. Vanessa e Simon, irmão mais velho de Caleb, unem forças para investigar os estranhos acontecimentos e, no caminho, a amizade de infância se transforma em algo mais. Conforme eles vão encontrando ligações entre a morte de Justine e a súbita erupção de afogamentos assustadores na cidade, Vanessa descobre um segredo que ameaça seu romance com Simon – e que vai mudar sua vida para sempre.",2011-03-31,pt-BR,0
9788576861270,Conversas iradas com Deus,Susan E. Isaacs,Religion,"Desiludida, com a carreira estagnada e desinteressada de qualquer coisa ligada à Igreja, Susan E. Isaacs chegou ao fundo do poço espiritual aos 40 anos. Quando uma amiga diz que ela precisa encarar seu relacionamento com Deus como se fosse um casamento, Susan decide levar o Todo-Poderoso para a terapia de casal. Nestas memórias profundamente comoventes – e ao mesmo tempo agudamente cômicas –, Susan conta sua espinhosa relação com o Criador. Colocando-se no papel de esposa negligenciada, ela critica o “igrejismo” da sociedade moderna, mas logo se vê obrigada a admitir que o deus em sua cabeça não é o real. Será que ela está disposta a amar o Deus verdadeiro, na alegria ou na tristeza? Conversas iradas com Deus é um relato irreverente e sincero que, mesmo em seus momentos mais tumultuados, faz uma afirmação de fé original e inspiradora.",2011-03-31,pt-BR,0
