ISBN,Title,Authors,Categories,Description,Published Date,Language,Num Pages
9788579307676,Rainha de copas,Colleen Oakes,Fiction,"Nem todo conto de fadas tem um final feliz. Esta é a história de uma princesa que se tornou vilã...Como princesa de um palácio no País das Maravilhas e futura Rainha de Copas, os dias de Dinah são uma monotonia sem fim. São muitos chás, tortas e uma série de humilhações causadas pelo Rei de Copas, seu pai. O momento mais esperado de seus dias é quando é visitada por Wardley, seu melhor amigo de infância, o futuro Cavaleiro de Copas – e o amor de sua vida.Quando a coroação de Dinah se aproxima, uma sequência de eventos sangrentos sugere que algo errado está acontecendo nos extravagantes salões do palácio. A princesa terá de desvendar esses mistérios antes que ela perca a cabeça para um inimigo sagaz e sem rosto.Personagens conhecidos como o Gato de Cheshire, o Coelho Branco e o Chapeleiro Maluco fazem parte da narrativa que encantará os leitores com uma nova perspectiva do País das Maravilhas, criado por Lewis Carroll.",2014,pt-BR,0
9788579307683,5 Seconds of Summer,Universo dos Livros,Biography & Autobiography,"Luke, Michael, Calum e Ashton são os talentosos garotos australianos que explodiram em 2012 na música pop com a banda 5 Seconds of Summer. Tudo começou quando eles ainda postavam vídeos caseiros no YouTube, em que faziam covers de bandas que admiravam. Com muita simpatia e a voz afinada de Luke Hemmings, eles conseguiram milhares de fãs na internet. A partir daí, os meninos formaram a banda e gravaram seu primeiro álbum. Receberam suporte dos amigos do One Direction e passaram a abrir os shows de sua turnê.Conheça intimamente estes quatro popstars e todo o carisma e estilo que acompanham a ascensão meteórica do 5 Seconds of Summer. Entenda suas influências do rock e de onde vem a atitude punk e o jeito descolado que os consagram como sensação entre as fãs. Porque a fama, para eles, veio em segundos, mas promete durar uma eternidade.",2014,pt-BR,0
9788579307379,Desvendando o espiritismo (Pocket),Luis Eduardo de Souza,"Body, Mind & Spirit","O que seriam espíritos? Podemos nos comunicar com eles? Quem são os médiuns? O que acontece conosco quando desencarnamos? Como é o mundo espiritual? O Céu e o Inferno existem de verdade? Qual é a explicação para o sofrimento que passamos? Por que estamos aqui no planeta? Qual seria o segredo da religião apresentada ao mundo por Allan Kardec em 1857 quando lançou O Livro dos Espíritos? Por que o número de adeptos do Espiritismo não para de crescer? Essas e outras questões são respondidas neste livro com linguagem simples e de fácil compreensão, para que você possa conhecer um pouco mais sobre essa religião que já conquistou mais de 30 milhões de seguidores e simpatizantes somente no Brasil.",2019,pt-BR,0
9788579304040,Pecado sombrio,Christine Feehan,Fiction,"Seria ele sua salvação... ou o seu maior pecado?Alexandria Houton e seu irmãozinho órfão se deparam com um terrível mal em meio às brumas da agitada San Francisco, até que surge Aidan Savage, um ser dourado saído das sombras, mais sexy e misterioso que qualquer outra criatura da noite. É ele, um Cárpato macho e centenário, quem os arranca do destino medonho que os aguardava.Mas seria Aidan um milagre... ou um monstro? Alexandria se vê tomada por uma paixão avassaladora, capaz de desafiá-la a explorar um lado desconhecido, extremamente sensual – e perigoso. O que ele oferece parece seguro, sedutor e prazeroso... Se ela se render ao desejo selvagem de Aidan e lhe der a luz pela qual ele tanto anseia seria realmente possível que ele salvasse o seu irmão?",2013,pt-BR,0
9788579303548,O véu da meia noite,Lara Adrian,Fiction,"Renata é uma mulher fria e calculista, acostumada com balas e lâminas, e não pode ser superada facilmente por qualquer homem, seja vampiro ou humano. Sua arma mais poderosa é sua extraordinária capacidade psíquica – um presente tão raro quanto mortal. Mas um estranho ameaça sua independência duramente conquistada: um vampiro de cabelos dourados que a traz para um reino de escuridão e prazer. Viciado em adrenalina, Nikolai é um poderoso guerreiro membro da Ordem, capaz de fazer justiça com as próprias mãos. Sua missão é proteger a Raça e perseguir um assassino implacável. Até que Renata se coloca em seu caminho. Os dois serão obrigados a se unir para combater o inimigo em comum, e viverão uma paixão que poderá salvá-los ou condená-los para sempre...",2013,pt-BR,0
9788579303555,McFly,Mcfly Addiction,Biography & Autobiography,"McFly – Edição especial para fãs traz as curiosidades sobre a banda que bateu todos os recordes do mundo musical! Danny, Tom, Harry e Dougie ganharam o prêmio de banda mais jovem a ter o álbum de estreia em primeiro lugar das paradas, desbancando até mesmo os Beatles.O livro é cheio de detalhes sobre os álbuns e suas influências vindas das bandas de rock dos anos 1960 e 1970. Saiba tudo sobre as turnês e conheça um pouco mais de cada um dos integrantes da banda que inovou o gênero boy band: os rapazes tocam, cantam e compõem! Imperdível!",2013,pt-BR,0
9788579303531,Fallen Angels - Inveja,J. R. Ward,Fiction,"Thomas DelVecchio Jr. é um detetive assombrado pelos fantasmas de seu passado. Filho de um serial killer famoso, ele luta para se libertar da terrível herança deixada pelo pai e de todo o mal que o circunda desde a infância. Mas o detetive não está convicto de que é realmente uma boa pessoa, e descobre-se envolvido em uma cruel tentativa de assassinato, da qual se torna o principal suspeito.",2013,pt-BR,0
9788579303272,O homem que não queria ser papa,"Andreas Englisch, Gisele Andrade, Regina Canova",,"Não é nenhum segredo que Joseph Ratzinger, o brilhante teólogo da Baviera, não queria ser papa. Mas o quão árduo e penoso foi esse percurso é somente revelado neste livro de Andreas Englisch, que escreveu de dentro do olho do furacão! A decisão mais importante do pontificado de Bento XVI talvez tenha sido desistir do poder e, ao mesmo tempo, enfrentar o Colégio Cardinalício que tanto conspirou contra ele. O pensador erudito dá, assim, prova de coragem e humildade, atestando não ter a menor vocação nem para a hipocrisia nem para ser santificado. Acusado de reacionário, o papa demissionário deixa claro com seu gesto que o cargo não é nem vitalício nem sagrado. É político. Surpreende e afronta a poderosa Cúria Romana, causando-lhe estupor. Ao mesmo tempo que ‘joga a toalha’, desistindo de enfrentá-la e de se deixar manipular. Neste livro, intrigas, encontros secretos e casos de morte vão se mesclando a debates de cunho teológico, conflitos explosivos e à personalidade do papa. Uma trama digna de romance de suspense, mas que se revela realidade. Um relato emocionante e verdadeiro, que vai fazer você entender melhor como funciona o Vaticano e o que levou o papa a renunciar.",sem dt,pt-BR,576
9788579303739,Interligados,Gena Showalter,Fiction,"Aden Stone tem vivido dias infernais. Victoria, sua namorada vampira, pode até tê-lo trazido de volta à vida, mas ele nunca se sentiu tão fora de controle. Algo sombrio está dentro dele, tomando conta de seu ser, mudando-o completamente... As três almas que habitam sua cabeça poderiam protegê-lo. Porém, a escuridão que cresce no interior de Aden torna-se mais forte a cada dia, deixando Julian, Caleb e Elijah enfraquecidos. Victoria também não pode mais ajudá-lo como antes: da mesma forma que Aden está se transformando em vampiro, ela está se tornando humana... E tudo o que os dois conhecem e amam está ameaçado. As coisas também não estão nada fáceis para sua amiga Mary Ann e para o fiel lobo Riley, e os amigos do rancho D&M também correm perigo. Um turbilhão de emoções cairá sobre todos eles neste terceiro volume da série Interligados, e Aden ainda precisará reunir forças para enfrentar um perigoso desafio: o iminente retorno de Vlad.",2013,pt-BR,0
9788579303722,Minha jornada além da vida,Marvin J. Besteman,"Body, Mind & Spirit","Em 2006 Marv foi para o céu... e voltou para nos contar o que viu! Em 28 de abril de 2006, enquanto estava deitado em uma cama no hospital, em Ann Arbor, Michigan, visões celestiais apareceram para Marv Besteman. Ele tinha acabado de fazer uma cirurgia para remover um tumor raro no pâncreas. Sozinho e dilacerado pela dor, Marv se revirava, querendo mais do que qualquer outra coisa simplesmente dormir e livrar-se daquele sofrimento. O banqueiro aposentado, pai e avô não tinha ideia de que o alívio viria por meio de uma experiência surreal e inesperada... a quase-morte! Neste livro, Marv Bestman divide com o leitor sua experiência de além-vida com detalhes surpreendentes e emocionantes. Sua história oferece conforto, paz e coragem para aqueles que perderam entes queridos, e traz alento para aqueles que estão sofrendo. Um relato emocionante e revelador!",2013,pt-BR,0
9788579303753,O mágico de Oz,L. Frank Baum,Young Adult Fiction,"Era um dia normal na vida da pequena Dorothy, em uma região rural dos Estados Unidos, até que, em meio à confusão de um tornado, ela é transportada para um mundo estranho e mágico, habitado por seres fantásticos e dominado por bruxas más a Leste e a Oeste.Nesse mundo, a garota faz amigos muito especiais: o Espantalho, o Homem de Lata e o Leão Covarde. Juntos, eles partem em busca da única pessoa que poderá ajudar Dorothy a voltar para casa: o poderoso e misterioso mágico de Oz.Mas, para isso, eles terão que enfrentar diversos perigos e, acima de tudo, encarar os seus próprios medos, que só poderão ser superados por meio da esperança.",2013,pt-BR,0
9788579303678,Jonas Brothers,Jonasbrasil.Com,Biography & Autobiography,"Os Jonas Brothers arrastam milhares de fãs por todo o mundo e, segundo o próprio ex-Beatle Paul McCartney, eles são os Beatles da nova geração. Neste livro, preparado especialmente pelo site Jonas Brasil – a fonte mais quente de notícias sobre os três rapazes no Brasil –, você conhecerá em detalhes a trajetória de sucesso de Kevin, Joe e Nick. A luta foi grande para esses irmãos chegarem onde estão hoje. A banda, que já foi indicada ao Grammy, vendeu um total de 20 milhões de discos em todo o mundo, ganhou mais de 40 certificados de disco de ouro e platina e cerca de 50 prêmios ao redor do mundo.",2013,pt-BR,0
9788579303746,Tesouro e sedução,"Jessica Bird, J.R. Ward",Fiction,"Ela é obcecada em desenterrar segredos do passado, mas o que descobrirá é mais valioso que ouro...A arqueóloga Carter Wessex é atraída para a Montanha Farrell com o objetivo de resolver um mistério secular, e acaba encontrando uma preciosa ossada. Mas uma coisa está em seu caminho: Nick Farrell, um sexy empresário que não tem paciência com os invasores de suas terras. Carter abandona o projeto... mas Nick continua sua perseguição.Carter logo é tragada para o mistério e para os braços de um homem que ela jurou nunca se apaixonar. Até que os segredos do ouro desaparecido se revelam, assim como os verdadeiros motivos de Nick. Será que tudo o que se passou entre eles foi apenas parte do plano? Quantos segredos mais ele escondeu dela?",2013,pt-BR,0
9788579305290,Cretino irresistível,Christina Lauren,Fiction,"Uma estagiária ambiciosa. Um executivo perfeccionista. E um relacionamento ardente e totalmente perigoso! Esperta, dedicada, prestes a cursar um MBA, Chloe Mills tem apenas um único problema: seu chefe, Bennet Ryan. Ele é exigente, insensível, sem consideração – e completamente irresistível. Um belo cretino. Bennet acaba de retornar da França para assumir um cargo importante na empresa de comunicações de sua família. Mas o que ele não poderia imaginar era que a pessoa que o ajudava enquanto ele estava no exterior era essa criatura linda, provocadora e totalmente irritante que agora ele tem de ver todos os dias. Ele nunca foi do tipo que se envolve em relacionamentos no ambiente de trabalho, mas Chloe é tão tentadora que ele está disposto a flexibilizar essa regra – ou quebrá-la de uma vez – para tê-la. Por todo o escritório! Mas o desejo que um sente pelo outro cresce tanto que Bennet e Chloe terão de decidir o que estão dispostos a perder para ganhar um ao outro.",2013,pt-BR,0
9788579304798,Cinzas da meia-noite,Lara Adrian,Fiction,"Um sentimento arrebatador o queima por dentro. Resta saber se o amor poderá salvá-lo, ou se ele deixará a sede de vingança destruí-lo... A noite cai e Claire Roth tem de fugir, expulsa de casa por uma ameaça ardente que parece vir do próprio inferno. A partir das chamas e cinzas, emerge um guerreiro vampiro. Ele é Andreas Reichen, seu amante do passado. Apanhados no fogo cruzado, Claire não poderá escapar de sua fúria selvagem – ou da enorme atração que ele exerce sobre ela, e que a faz mergulhar em um mundo de eterna escuridão e prazer sem fim. Nada vai impedir Andreas de destruir o vampiro responsável pelo cruel assassinato de seus irmãos da Raça... E Claire é a única que poderia conduzi-lo a seu traiçoeiro inimigo. Mas seria ele capaz de usá-la como isca para encontrar seu adversário? Claire é a única mulher que Andreas não deve desejar, e também é a única que ele já amou. Andreas não conseguirá resistir a ela, e a chama dessa paixão incandescente consumirá tudo em seu caminho.",2013,pt-BR,0
9788579305368,Os cães nunca deixam de amar,Teresa J. Rhyne,Fiction,"Primeiro lugar no The New York Times. A emocionante história de uma advogada, seu cão adorável e um diagnóstico devastador...Namorado novo, casa nova... Teresa Rhyne está tentando reestruturar a sua vida depois de dois casamentos fracassados. Porém, pouco tempo depois de ter adotado Seamus, um beagle totalmente incorrigível, os veterinários atestam que o cãozinho tem um tumor maligno e menos de um ano de vida. O diagnóstico deixa Teresa devastada, mas ela decide lutar e aprender tudo que está ao seu alcance sobre o melhor tratamento para Seamus. A bem-sucedida advogada não tinha como saber, naquele momento, que estava se preparando para o próximo grande obstáculo de sua vida: um diagnóstico de câncer de mama.Na luta pela sobrevivência, batalhando contra uma doença mortal e abrindo seu coração para um relacionamento que parecia fadado ao fracasso, Teresa aprende com Seamus o verdadeiro significado da palavra amor. Uma história edificante e inspiradora sobre como um cachorro rouba nossos corações, nos mostra como viver e nos ensina a amar.",2013,pt-BR,0
9788579303357,Jovens com atitude enriquecem mais rápido,"Jack Canfield, Kent Healy",Business & Economics,"Kent Healy e Jack Canfield uniram milhares de pedidos para desenvolver estratégias de sucesso para os jovens dos dias de hoje. Essa parceria resultou em um manual divertido e cativante, que oferece informações e inspirações para ajudá-lo a chegar ao lugar onde deseja estar. Jovens com atitude enriquecem mais rápido é o incentivo que você precisava, quer seu objetivo seja se tornar um aluno melhor, abrir o próprio negócio ou até ganhar milhões de dólares. O livro inclui vinte das mais importantes estratégias de sucesso utilizadas por milhares de jovens extraordinários ao longo da História. Junte-se a esse time!",2013,pt-BR,0
9788579304026,Francisco: O papa dos humildes,Andreas Englisch,Biography & Autobiography,"Papa Francisco – o homem do povo – sinaliza novos tempos na Igreja. Sua eleição é uma revolução, assim como foi a renúncia de Bento XVI, a primeira de um papa há mais de 700 anos. Mas o que realmente ocorreu nos bastidores do Vaticano diante de todos esses episódios? Andreas Englisch, o mais famoso correspondente do Vaticano, revela fatos inéditos de dentro da Cúria Romana e conta o que realmente levou Bento XVI à renúncia, como os favoritos da lista dos “papabili” perderam fôlego ao longo do conclave e o que terminou por ser decisivo na escolha do novo papa. Englisch ainda apresenta ao leitor detalhes nunca antes revelados sobre o novo papa e ao mesmo tempo traça um panorama sobre como (e se) ele conseguirá resolver os problemas mais urgentes da Igreja Católica e impor ordem no Estado eclesiástico.UM LIVRO SIMPLESMENTE INDISPENSÁVEL.",2013,pt-BR,0
9788579304002,Mentes milionárias,"Teresa Aubele, Doug Freeman, Hausner, Lee, Susan Reynolds",Business & Economics,"Um treinamento para enriquecer! O que Bill Gates, Eike Batista, Warren Buffet e Carlos Slim têm em comum? Como esses empresários bem-sucedidos enriqueceram de forma tão eficaz?Em Mentes milionárias, você vai descobrir que, assim como é possível exercitar seu corpo para entrar em forma, você também pode treinar sua mente para ajudá-lo a conseguir a riqueza que tanto almeja. Um time de especialistas apresenta um método único – baseado nas mais recentes descobertas da neurociência, biologia e psicologia – que ensina como ganhar dinheiro aproveitando as habilidades incríveis que sua massa cinzenta possui.Acredite: sua mente é a melhor ferramenta para tornar-se rico.Esperta, dedicada, prestes a cursar um MBA, Chloe Mills tem apenas um único problema: seu chefe, Bennet Ryan. Ele é exigente, insensível, sem consideração – e completamente irresistível. Um belo cretino. Bennet acaba de retornar da França para assumir um cargo importante na empresa de comunicações de sua família. Mas o que ele não poderia imaginar era que a pessoa que o ajudava enquanto ele estava no exterior era essa criatura linda, provocadora e totalmente irritante que agora ele tem de ver todos os dias. Ele nunca foi do tipo que se envolve em relacionamentos no ambiente de trabalho, mas Chloe é tão tentadora que ele está disposto a flexibilizar essa regra – ou quebrá-la de uma vez – para tê-la. Por todo o escritório! Mas o desejo que um sente pelo outro cresce tanto que Bennet e Chloe terão de decidir o que estão dispostos a perder para ganhar um ao outro.O que Mark Zuckerberg, Larry Page, Sergey Brin ou Jack Dorsey têm em comum? Todos eles são bilionários e responsáveis por empreendimentos que surgiram a partir de uma ideia simples e criativa, sem dispor de capital próprio para investimento.Neste livro, Jack Canfield e Kent Healy uniram milhares de pedidos para desenvolver estratégias de sucesso para os jovens dos dias de hoje. Essa parceria resultou em um manual divertido e cativante, que oferece informações e inspirações para ajudá-lo a chegar ao lugar onde deseja estar.Jovens com atitude enriquecem mais rápido é o incentivo que você precisava, quer seu objetivo seja se tornar um aluno melhor, abrir o próprio negócio ou até ganhar milhões de dólares. O livro inclui vinte das mais importantes estratégias de sucesso utilizadas por milhares de jovens extraordinários ao longo da História. Junte-se a esse time!",2013,pt-BR,0
9788579305740,Estranho irresistível,Christina Lauren,Fiction,"Um charmoso playboy britânico. Uma garota determinada a finalmente viver. E uma ligação secreta revelada em cores quentes... Após ser traída, Sara Dillon se muda para Nova York em busca de agitação e paixão sem compromisso. É assim que ela encontra um sexy e irresistível dançarino britânico de uma boate que não deveria significar nada além de uma noite de diversão. Mas a maneira – e a velocidade – com a qual ele acaba com suas inibições está prestes a transformar essa relação em algo arrebatador. A cidade inteira sabe que Max Stella ama as mulheres. Isso não significa que ele tenha encontrado uma que realmente desejasse manter por perto. Apesar de atrair muito com seu charme de bad boy da Wall Street, é só quando Sara aparece em sua vida que ele começa a se perguntar se existe alguém para estabelecer uma relação fora do quarto. Encontrando-se em lugares onde qualquer um pode vê-los, o que assusta Sara mais do que ser pega em público é ter Max muito próximo...",2013,pt-BR,0
9788579305429,Neymar,,Soccer players,sem dt,2013,pt-BR,192
9788579303234,Jogando xadrez com os anjos,Fabiane Ribeiro,Fiction,"1947, Inglaterra. A Europa encontra-se devastada pelos efeitos da Segunda Guerra Mundial, assim como coração da menina Anny, que é abandonada pelos pais e entregue a uma família que a maltrata diariamente.Tendo que conviver como escrava, passando fome e sem poder sair de sua nova casa, Anny conhece um vizinho misterioso que lhe ensina sobre o mundo lá fora. Em pouco tempo, ele se torna muito mais do que um companheiro para jogar xadrez, transformando-se em um fiel amigo para o seu coração sofrido.",2012,pt-BR,0
9788579305412,Mick Jagger: O mito,Universo dos Livros,Biography & Autobiography,"Este livro conta a trajetória de Mick Jagger estabelecendo relações com movimentos musicais que surgiram ao longo desses cinquenta anos de carreira, com outras bandas que conviveram com o cantor, e ainda trazendo detalhes sobre a Londres que fez os Rolling Stones estourarem.As críticas de Keith Richards, o maior parceiro musical de Mick, estão registradas nestas páginas, como um contraponto ao mito que se formou em torno do cantor. Esta é uma biografia que percorre as histórias musicais de Mick Jagger, os escândalos dos bastidores, as polêmicas de sua vida pessoal e a trajetória de vida que se construiu ao redor da figura lendária do rockstar. Mick Jagger é o líder da banda que se consagrou como a responsável por uma das maiores turnês mundiais, que revolucionou a história do rock, que influenciou gerações ao longo dos anos, e que ainda hoje é dona dos shows de maior faturamento do mundo.",2013,pt-BR,0
9788579306686,Cretina irresistível,Christina Lauren,Fiction,"UMA FORTE ATRAÇÃO. NENHUM TEMPO PARA FICAREM SOZINHOS. E UMA MISTERIOSA DISPUTA ENTRE QUATRO PAREDES...O intenso relacionamento entre Chloe Mills e Beenett Ryan de Cretino Irresistível continua ainda mais ardente e sensual. Agora que a carreira de Chloe está decolando, ela não tem tempo para mais nada e insiste em recusar as investidas de Bennett para passarem um tempo a sós. Ele nunca foi do tipo que aceita um não como resposta e essa disputa resulta em uma ardente relação de amor e obsessão.",2013,pt-BR,0
9788579306747,Playboy irresistível,Christina Lauren,Fiction,"Uma linda nerd. Um incorrigível Don Juan. E uma aula de química só para maiores... Quando Hanna Bergstrom escutou de seu irmão que ela precisava ter uma vida social e se libertar um pouco da faculdade, ela jurou que iria cumprir essa tarefa: sair mais, fazer amigos, começar a namorar. E quem melhor para transformá-la na garota dos sonhos de todo homem do que o lindo melhor amigo de seu irmão, o investidor e playboy assumido Will Sumner? Will ganha a vida assumindo riscos, mas a princípio ele não bota fé na transformação daquela garota desajeitada... até que numa noite selvagem, sua inocente pupila o seduz e acaba ensinando uma lição sobre o que é ficar com uma garota ardente e... inesquecível. Agora que Hanna descobriu o poder de seu próprio sex appeal, resta a Will provar que ele é o único homem que ela precisa.",2014,pt-BR,0
9788579306709,VIP,"KATHRYN HARVEY, CRISTINA TOGNELLI",,"Abby Tyler é uma mulher com uma missão. Ela teve seu bebê roubado há mais de trinta anos, antes mesmo que pudesse vê-lo. Para localizar a filha e pôr um fim ao seu sofrimento, Abby cria um plano surpreendente que a deixará frente a frente com um passado que tentou esquecer. Longe dali, três desconhecidas recebem a notícia de que ganharam um prêmio pelo qual, estranhamente, não se lembram de ter concorrido. Nenhuma delas está preparada para os encontros luxuosos e eróticos que as esperam em uma semana VIP no The Grove, um resort exclusivo no deserto do sul da Califórnia, onde todas as suas fantasias sexuais podem se tornar realidade. Em meio ao glamour das estrelas de cinema, três desconhecidas - Coco, Sissy e Ophelia - se veem envolvidas num mistério desnorteante que envolve a proprietária reclusa, Abby Tyler. Enquanto uma tempestade muito perigosa se aproxima do resort, um assassino persegue os hóspedes acossados. Alguém morrerá, alguém descobrirá o amor e as três mulheres chegarão a conclusões surpreendentes a respeito de si mesmas. Do calor sensual do deserto para o submundo corrupto de Las Vegas, entre numa ardente narrativa de mistério, erotismo, liberdade e paixão.",sem dt,pt-BR,344
9788579306723,Os gatos nunca mentem sobre o amor,Jayne Dillon,Biography & Autobiography,"Lorcan Dillon tinha sete anos quando sua mãe, Jayne, o ouviu dizer eu te amo pela primeira vez. As palavras não foram dirigidas a ela, mas à Jessi, seu bichinho de estimação. Lorcan é autista e sofre de mutismo seletivo, uma condição que o impossibilita de falar em determinadas situações, tornando-o incapaz de expressar emoções ou desfrutar do carinho de seus familiares. Ele nunca disse que amava alguém, mas tudo isso começou a mudar com a chegada de uma gatinha filhote chamada Jessi. Os gatos nunca mentem sobre o amor é a história tocante de como o afeto e a atenção de uma companheira amorosa possibilitou que um menininho começasse a se comunicar com o mundo que o cerca. Lorcan passa horas brincando, fazendo carinho e dizendo o quanto a ama. Ele também passou a se abrir mais para os outros, fazendo amizades na escola e progredindo constantemente. Jessi deu provas de ser tão inspiradora que recebeu os títulos de Melhor Amigo e Gato Nacional do Ano de 2012 pela Cats Protection Awards.Este livro é o relato emocionante de uma grande amizade e de como o amor entre um garotinho e seu animal de estimação mudou a vida de uma família para sempre.",2013,pt-BR,0
9788579306105,Taylor Swift,Universo dos Livros,Biography & Autobiography,"Taylor Swift surgiu no meio musical em 2006 como a queridinha do country, mas em pouco tempo começou a evidenciar suas influências pop. Aos 23 anos, a cantora já conquistou 7 Grammys, teve mais de 26 milhões de álbuns vendidos, 1 bilhão de visualizações no YouTube, bateu recordes na Billboard e tem mais de 70 milhões de seguidores no Twitter e no Facebook. Taylor Swift ? Linda, romântica e ousada conta tudo o que os fãs sempre quiseram saber sobre um dos maiores nomes da música na atualidade: detalhes sobre sua trajetória, curiosidades sobre seus breves e conturbados relacionamentos amorosos, como sua vida pessoal influencia em suas composições, além de discografia, videografia e turnês completas. Como diria Selena Gomez: Taylor é uma das pessoas mais incríveis e doces do mundo.",2013,pt-BR,0
9781781680186,Ethics,Alain Badiou,Philosophy,"Alain Badiou, one of the most powerful voices in contemporary French philosophy, shows how our prevailing ethical principles serve ultimately to reinforce an ideology of the status quo and fail to provide a framework for an effective understanding of the concept of evil.",2013-01-15,en,225
9788550303215,Depois de Auschwitz - Pocket,Eva Schloss,Biography & Autobiography,"Em seu aniversário de quinze anos, Eva é enviada para Auschwitz. Sua sobrevivência depende da sorte, da sua própria determinação e do amor de sua mãe, Fritzi. Quando Auschwitz é extinto, mãe e filha iniciam a longa jornada de volta para casa. Elas procuram desesperadamente pelo pai e pelo irmão de Eva, de quem haviam se separado. A notícia veio alguns meses depois: tragicamente, os dois foram mortos. Este é um depoimento honesto e doloroso de uma pessoa que sobreviveu ao Holocausto. As lembranças e descrições de Eva são sensíveis e vívidas, e seu relato traz o horror para tão perto quanto poderia estar. Mas também traz a luta de Eva para viver carregando o peso de seu terrível passado, ao mesmo tempo em que inspira e motiva pessoas com sua mensagem de perseverança e de respeito ao próximo – e ainda dá continuidade ao trabalho de seu padrasto Otto, pai de Anne Frank, garantindo que o legado de Anne nunca seja esquecido.",2021-08-20,pt-BR,0
9788579303487,Amante renascido,J.R. Ward,Fiction,"A série internacional de vampiros Irmandade da Adaga Negra, de J.R. Ward, já conta com onze volumes e é um dos principais sucessos do gênero. Em “Amante Renascido”, o leitor conhecerá a história de Tohrment. Fisicamente abalado e com o coração partido desde a morte de sua Shellan, o vampiro é levado de volta à Irmandade e está prestes a enfrentar uma nova tragédia. Ao descobrir que sua amada está na verdade presa em um submundo frio e isolado, Tohr procura o anjo Lassiter na esperança de salvá-la. No entanto, quando Lassiter lhe diz que ele precisa aprender a amar outra fêmea para libertar sua antiga parceira, Tohr percebe que eles estão condenados para sempre. Mas ele não esperava que uma mulher intrigante e sexy começasse a mexer com seus instintos adormecidos. Em meio a uma guerra violenta contra os redutores e um novo clã de vampiros competindo pelo trono do Rei Cego, Tohr divide-se entre o amor antigo e um futuro arrebatador. Será que ele se entregará a essa nova paixão e conseguirá libertar a todos?",2012,pt-BR,0
9788579303203,Desejo Sombrio,"Christine Feehan, Mauricio Tamboni",,"Jacques Dubrinsky, irmão do príncipe dos Cárpatos, foi capturado, cruelmente torturado e enterrado vivo. Durante sete anos, preso naquele buraco, alimentando-se do sangue de ratos, somente uma coisa o mantinha vivo - o desejo de vingança. Havia um traidor. E ele descobriria quem era. O tempo já não significava mais nada. Ninguém sabia da sua existência. Até que ele sentiu a presença de uma mulher misteriosa e sensual em sua mente. Depois de tantos anos, um contato... Quem era ela? Seria ela a traidora?",sem dt,pt-BR,422
9788579302916,Amante meu,J.R. Ward,Fiction,"Série de vampiros best-seller no The New York TimesMais de 3 milhões de exemplares vendidos em todo o mundo!John Matthew já percorreu um longo caminho desde que foi encontrado vivendo entre os humanos, mas de natureza vampira desconhecida. Recolhido pela Irmandade, ninguém poderia adivinhar qual é sua verdadeira história ou sua real identidade.A bela Xhex lutou contra a atração que sentia por John, mas o destino provou aos dois que o amor é inevitável. Sobre a autoraJ. R. Ward é autora de livro sobre vampiros com a prestigiada série Irmandade da Adaga Negra (composta por dez livros). Sua narrativa leve e excitante cativou fãs no mundo todo. Sobre a sérieA série internacional de VAMPIROS a Irmandade da Adaga Negra, de J.R. Ward já conta com dez volumes e é um dos principais sucessos do gênero. Cada volume conta a história de um dos vampiros da Irmandade e sua luta pela sobrevivência e suas paixões arrebatadoras. Certamente se você ainda não leu, irá se apaixonar pela série como milhares de fãs em todo o mundo. Livros da série:Amante SombrioAmante EternoAmante DespertoAmante ReveladoAmante ConsagradoAmante VingadoGuia da Irmandade da Adaga Negra",2012,pt-BR,0
9788579302862,Google - A biografia,"Steven Levy, Luis Protasio",,"Neste livro, Steven Levy pretende levar os leitores para dentro dos escritórios do Google - o Googleplex - e mostrar como essa organização funciona.",sem dt,pt-BR,464
9788579303081,A Bíblia do MMA,"Anderson Silva, Erick Krauss, Glen Cordoza",Sports & Recreation,"Anderson Silva, campeão mundial de UFC, apresenta a obra definitiva para quem pratica ou deseja conhecer o universo das lutas marciais mistas. Sucesso de crítica nos Estados Unidos, este livro, escrito pelo próprio Anderson Silva, apresenta em detalhes mais de 150 técnicas impressionantes que o ele utiliza em suas lutas e que o fizeram ser considerado um dos maiores atletas da história do esporte. Tudo acompanhado por mais de 1.500 fotografias em que o lutador esmiúça todos os golpes que o consagraram, incluindo chutes, socos e combinações complexas de golpes. Livro ideal tanto para iniciantes como para lutadores profissionais das artes marciais.",2012,pt-BR,0
9788579303142,Sirensong: O perigoso chamado da rainha,Jenna Black,Fiction,"Sirensong é o terceiro livro da série Faeriewalker. Neste volume, Dana é convidada a ir a Faerie para ser oficialmente apresentada à Corte Seelie. Porém, Titânia, a rainha, a quer morta. O convite não pode ser recusado e Dana, seu pai e seus amigos rumam a uma viagem cercada de perigos, ataques, ameaça e medo. Será que ela conseguirá vencer esses desafios? Uma saga surpreendente, recheada de aventuras e romance.",2012,pt-BR,0
9788579303166,Como enlouquecer um homem na cama,Tina Robbins,Psychology,"Como enlouquecer um homem na cama é um livro para todas as mulheres interessadas em sua vida sexual. Tina Robbins traz valiosos conselhos e ensina como transformar a sedução em um mundo de magia arrebatadora. A autora sugere que suas leitoras cruzem as fronteiras do mundo conhecido e revela numerosas técnicas de libertação do poder feminino. O livro aborda temas como massagens tântricas, fantasias masculinas, segredos de beleza, jogos eróticos, e muito mais.",2012,pt-BR,0
